title,content,url,source,category,scrape_date,label
عظمیٰ خان کی اڈیالہ جیل میں عمران خان سے ملاقات: سابق وزیراعظم کی ’صحت ٹھیک مگر بہت غصے میں ہیں‘,تقریباً ایک مہینے بعد سابق وزیرِ اعظم عمران خان کی ملاقات منگل کو ان کی بہن عظمیٰ خان سے کروا دی گئی ہے۔ اڈیالہ جیل میں اپنے بھائی سے ملاقات کے بعد صحافیوں سے مختصر بات کرتے ہوئے عظمیٰ خان کا کہنا تھا کہ عمران خان کی ’صحت الحمد اللہ ٹھیک ہے، مگر وہ بہت غصے میں تھے اور کہہ رہے تھے کہ انھیں ذہنی تشدد کا نشانہ بنایا جا رہا ہے۔‘ عظمیٰ خان کے مطابق ان کی عمران خان سے ملاقات 20 منٹ پر محیط تھی اور انھیں ان کے بھائی نے مزید بتایا کہ انھیں ’پورا دن کمرے میں بند رکھا جاتا ہے، صرف تھوڑی دیر کمرے سے نکلنے دیا جاتا ہے۔‘ خیال رہے منگل کو اسلام آباد ہائی کورٹ اور اڈیالہ جیل کے باہر پاکستان تحریک انصاف (پی ٹی آئی) کے احتجاج کے بعد سابق وزیرِ اعظم عمران خان کی بہن عظمیٰ خان کو  بھائی سے ملاقات کرنے کی اجازت دی گئی تھی۔ آج صبح جب عمران خان کی تینوں بہنیں علیمہ خانم، نورین نیازی اور عظمی خان اڈیالہ جیل کے باہر ملاقات کے لیے پہنچیں تو وہاں پر تعینات پولیس اہلکاروں نے انھیں راستے میں ہی روک دیا تاہم کچھ دیر بعد جیل حکام کی طرف سے ایک اہلکار کو عمران خان کی بہنوں کے پاس بھیجا گیا اور پیغام دیا گیا کہ ملاقات کے لیے عظمیٰ خان کے نام پر اتفاق ہوا ہے۔ خیال رہے اس سے قبل ان کے خاندان کا دعویٰ تھا کہ تقریباً ایک مہینے سے ان کی ملاقات سابق وزیرِ اعظم سے نہیں کروائی گئی کیونکہ ان کے مطابق ’حکومتی حکام نہیں چاہتے کہ عمران خان کے پیغامات جیل سے باہر آئیں۔‘ بی بی سی سے خصوصی گفتگو کے دوران عمران خان کی بہن نورین خان نے الزام عائد کیا تھا کہ ’ان (حکومتی حکام) کو اسی بات کی پریشانی ہے کہ باہر آ کر عمران خان کی بات بتائی جاتی ہے، جس کی وجہ سے انھوں نے بالکل ملاقاتیں ختم کر دی ہیں۔‘ عمران خان کی بہنوں کا کہنا تھا کہ پہلے ہر منگل کو عدالتی حکم کے مطابق ان کی ان کے بھائی سے ملاقات کروائی جاتی تھی لیکن ابھی ان کی آخری ملاقات عمران خان سے چار نومبر کو ہوئی تھی۔ End of سب سے زیادہ پڑھی جانے والی واضح رہے کہ پی ٹی آئی سے تعلق رکھنے والے تمام پارلیمنٹیرین نے منگل کو اسلام آباد ہائیکورٹ اور اڈیالہ جیل کے باہر پرامن احتجاج کی کال دے رکھی ہے تاہم اسلام آباد اور راولپنڈی میں دفعہ 144 نافذ کر دی گئی ہے۔,https://www.bbc.com/urdu/articles/cm2vx8yd1k6o,BBC Urdu,Real News,2025-12-02,1
اسلام آباد میں کم عمر ڈرائیور کی مبینہ ٹکر سے سکوٹی پر سوار دو خواتین ہلاک: ’بہن کا فون اٹھانے والے پولیس اہلکارنے بتایا کہ وہ دم توڑ چکی ہیں‘,،تصویر کا ذریعہIslamabad Police ’ثمرین کا چھوٹا بھائی ارسلان کھنہ پُل پر انتظار کر رہا تھا اور جب انھیں آنے میں تاخیر ہوئی تو ثمرین کو کال کی گئی لیکن فون اٹھانے والی بہن نہیں بلکہ ایک پولیس اہلکار تھا، جس نے بتایا کہ ثمرین اور ان کی سہیلی کا ایکسیڈنٹ ہو گیا ہے اور وہ دونوں دم توڑ چکی ہیں۔‘ یہ الفاظ ثمرین کے دوسرے بھائی رضوان تجمل کے ہیں جو اس حادثے سے متعلق مقدمے کے مدعی ہیں۔ پولیس نے تصدیق کی ہے کہ ثمرین اور ان کی دوست تابندہ بتول ٹریفک حادثے میں ہلاک ہو چکی ہیں اور غلط ڈرائیونگ کرنے پر ایک نوعمر لڑکے کو گرفتار کر لیا گیا ہے۔ خیال رہے ملزم کی عمر 18 برس سے کم ہے اور اسی سبب بی بی سی ان کی شناخت ظاہر نہیں کر رہا۔ اسلام آباد پولیس کے ایک اہلکار نے نام ظاہر نہ کرنے کی شرط پر بتایا کہ حراست میں لیے جانے والا نوعمر لڑکا ایک اعلیٰ عدالتی شخصیت کا بیٹا ہے۔ اسلام آباد پولیس کے ایک ترجمان نے بی بی سی اردو کو بتایا کہ تھانہ سیکریٹریٹ پولیس نے ملزم کو گرفتار کر لیا ہے اور مقامی عدالت نے اس کا چار روزہ جسمانی ریمانڈ بھی دے دیا ہے۔ ہلاک ہونے والی ایک لڑکی ثمرین حسین کے بھائی رضوان تجمل کی مدعیت میں درج ایف آئی آر میں کہا گیا ہے کہ ثمرین پاکستان نیشنل کالج آف آرٹس (پی این سی اے) میں انٹیریئر ڈیزائننگ کا کورس کر رہی تھیں اور پیر کے روز اپنی سہیلی تابندہ بتول کے ہمراہ اپنی سکوٹی پر گھر جا رہی تھیں۔ تعزیراتِ پاکستان کی دفعات 322، 279 اور 427 کے تحت درج ایف آئی آر میں یہ بھی لکھا گیا ہے کہ دونوں لڑکیوں کو ایکسیڈنٹ کے بعد طبی امداد کے لیے ہسپتال منقتل کیا گیا تھا تاہم وہ راستے میں ہی دم توڑ گئیں۔ End of سب سے زیادہ پڑھی جانے والی,https://www.bbc.com/urdu/articles/c4g64e0ly4zo,BBC Urdu,Real News,2025-12-02,1
’10 انچ سکرین‘: سام سنگ کا پہلا ’تین تہوں والا‘ سمارٹ فون جو ہواوے اور ایپل کا مقابلہ کرے گا,،تصویر کا ذریعہReuters سام سنگ نے منگل کو اپنے پہلے ملٹی فولڈنگ سمارٹ فون کی رونمائی کی ہے۔ یہ سمارٹ فونز کی ایسی نئی قسم ہے جس میں حالیہ عرصے کے دوران مقابلہ سخت ہوتا جا رہا ہے اور سام سنگ بظاہر چاہتا ہے کہ یہ اپنی پوزیشن مضبوط کر سکے۔ سام سنگ اپنے نئے فون ’گلیکسی زی ٹرائی فولڈ‘ کے ذریعے چینی کمپنیوں کا مقابلہ کرنا چاہتا ہے جو پذیرائی حاصل کر رہی ہیں۔ روئٹرز کے مطابق بعض مبصرین کا خیال ہے کہ مہنگے داموں اور پروڈکشن کی پیچیدگیوں کی وجہ سے فولڈ ایبل ڈیوائسز ایک خاص اور نایاب قسم رہیں گی۔ اس فون کی خاص بات یہ ہے کہ یہ ٹرائی فولڈنگ ہے، یعنی تین تہوں میں مڑ سکتا ہے اور صارفین کے لیے 10 انچ کا ڈسپلے بھی بن سکتا ہے۔ فون میں تین پینل نصب کیے گئے ہیں اور یہ سام سنگ کے اپنے سابقہ ماڈل گلیکسی زی فولڈ سیون سے قریب 25 گنا زیادہ بڑا ہے۔ ،تصویر کا ذریعہSAMSUNG اس ڈیوائس میں اب تک کی سام سنگ کی سب سے بڑی بیٹری نصب ہے اور یہ فون فاسٹ چارجنگ کو بھی سپورٹ کرتا ہے۔ کمپنی کے مطابق اسے 30 منٹ میں 50 فیصد تک چارج کیا جا سکتا ہے۔ اس کی خصوصیات میں 10 انچ سکرین، 200 میگا پِکسل کیمرا، 5600 ایم اے ایچ تھری سیل بیٹری سسٹم اور 45 واٹ کی سپر فاسٹ چارجنگ شامل ہیں جبکہ کمپنی کے مطابق اس سمارٹ فون میں سنیپ ڈریگن ایٹ ایلیٹ موبائل پلیٹ فارم نصب ہے جو اس کی پرفارمنس کو بہتر بناتا ہے۔ فون کے پیچھے تین کیمرے ہیں: 200 میگا پِکسل وائیڈ، 10 میگا پِکسل ٹیلی فوٹو اور 12 میگا پِکسل الٹرا وائیڈ جبکہ فون میں دو فرنٹ کیمرے ہیں: 10 میگا پِکسل سیلفی اور 10 میگا پِکسل مین کیمرا۔,https://www.bbc.com/urdu/articles/c0mp9gmm3jmo,BBC Urdu,Real News,2025-12-02,1
رومانوی مشوروں سے مالیاتی مدد تک: امیر اور طاقتور لوگ سزا یافتہ مجرم ایپسٹین کو انکار کیوں نہیں کر پاتے تھے؟,،تصویر کا ذریعہReuters یہ 2019 میں واشنگٹن کے بڑے اہم واقعات میں سے ایک تھا۔ سب کی نظریں ڈونلڈ ٹرمپ کے سابق وکیل، مائیکل کوہن پر تھیں، جو اپنے سابق باس کے بارے میں امریکی ایوانِ نمائندگان کی ایک کمیٹی کے سامنے گواہی دے رہے تھے۔ کمیٹی کی ایک ڈیموکریٹک رکن سٹیسی پلاسکیٹ، کوہن سے سوال کرنے کی تیاری کر رہی تھیں اور کیمرے میں دیکھا گیا کہ وہ اپنے فون پر کسی کو ٹیکسٹ کر رہی تھیں۔ اس ہفتے عوام کو معلوم ہوا کہ اس پیغام رسانی میں دوسرا شخص کون تھا۔۔۔ مجرم قرار دیا گیا جنسی مجرم جیفری ایپسٹین۔ ایک سمن کے تحت جاری کی گئی ای میلز سے پتہ چلتا ہے کہ وہ پلاسکیٹ کو ٹرمپ آرگنائزیشن کے ایک ملازم کے بارے میں سوال کرنے کی ترغیب دے رہا تھا۔ جب پلاسکیٹ نے ایسا کیا، تو ایپسٹین نے انھیں واپس پیغام بھیجا کہ ’گُڈ ورک‘۔ اس واقعے نے بہت سے لوگوں کو جھنجھوڑ کر رکھ دیا جو کہتے ہیں کہ یہ امریکہ کی اشرافیہ پر سابق مالیاتی ماہر کے اثر و رسوخ کی حد کو ظاہر کرتا ہے۔ پلاسکیٹ، جو امریکی ورجن آئی لینڈز کی نمائندہ ہیں، انھوں نے اس بات کی تردید کی کہ وہ ایپسٹین سے مشورہ لینے کی کوشش کر رہی تھیں۔ End of سب سے زیادہ پڑھی جانے والی,https://www.bbc.com/urdu/articles/cn5lx49ypxeo,BBC Urdu,Real News,2025-12-02,1
فیصل آباد میں بیٹے کے ہاتھوں باپ کا مبینہ قتل: پولیس کو آٹھ سال بعد گھر میں دفن ہڈیاں کیسے ملیں؟,،تصویر کا ذریعہGetty Images پاکستان کے شہر فیصل آباد کے تھانہ سٹی جڑانوالہ میں پولیس اہلکاروں کو اس وقت حیرت ہوئی جب شراب فروشی کے شبے میں تھانے طلب کیے گئے ایک شخص نے دورانِ تفتیش اپنے باپ کے قتل کا اعتراف کیا۔ جس شخص کے قتل کا اعتراف کیا جا رہا تھا وہ نہ تو پولیس کے ریکارڈ میں لاپتہ تھا اور نہ ہی اس کی گمشدگی کی کوئی درخواست وصول ہوئی تھی۔ ابتدائی طور پر پولیس کو شبہ ہوا کہ والد کے قتل کا اعتراف کرنے والا شخص شاید کسی دباؤ میں یا اپنی جان چھڑوانے کے لیے ایسی بات کر رہا ہے مگر پولیس کو علاقہ مکینوں سے پوچھ گچھ کرنے پر معلوم ہوا کہ اس کے والد آٹھ سال سے اپنے گھر نہیں آئے۔ جب پولیس نے ملزم سے پوچھا کہ والد کی لاش کہاں ہے تو انھیں جواب ملا کہ ’ہم نے تو لاش کو گھر میں ہی گڑھا کھود کر دفنا دیا تھا۔‘ پولیس کا کہنا ہے کہ اس بیان کے بعد 26 نومبر کو زیرِ حراست شخص کے گھر کی کھدائی شروع کی گئی اور دو روز بعد یعنی 28 نومبر کی شام گھر کے نیچے سے کچھ ہڈیوں پر مشتمل ایک لاش کی باقیات برآمد ہوئیں۔ پولیس کے مطابق یہ ہڈیاں پوسٹ مارٹم کے لیے سول ہسپتال جڑانوالہ بھجوائی گئی ہیں اور لاہور میں قائم پنجاب فرانزک لیب سے ڈی این اے کے معائنے کے بعد یہ معلوم ہوسکے گا کہ آیا یہ ہڈیاں زیرِ حراست ملزم کے والد کی ہیں۔ تھانہ سٹی جڑانوالہ کے ایس ایچ او انسپکٹر یوسف شہزاد سپرا نے بی بی سی کو بتایا کہ ’وہ جو کہاوت بنی ہوئی ہے کہ قتل کبھی چھپ نہیں سکتا اور ایک نہ ایک دن سامنے آ کر رہتا ہے، وہ کہاوت اس کیس میں پورا اترتی ہے۔‘ وہ کہتے ہیں کہ ’پولیس کو تو اس شخص کے بارے میں کوئی ایسا شبہ نہیں تھا کہ اس نے اپنے باپ کا قتل کیا ہو لیکن اس کے گھر میں کچھ دنوں سے اس کی ایک بہن نے ایسا کہنا شروع کر رکھا تھا کہ ’تم نے میرے باپ کو مارا، میں پولیس میں تمہاری رپورٹ کروں گی۔‘ End of سب سے زیادہ پڑھی جانے والی,https://www.bbc.com/urdu/articles/c20gx60vnr9o,BBC Urdu,Real News,2025-12-02,1
خیبر پختونخوا میں گورنر راج کے نفاذ کی باز گشت: ’سکیورٹی حالات ٹھیک نہیں تو صوبے میں جمہوریت کی زیادہ ضرورت ہے‘,،تصویر کا ذریعہGetty Images پاکستان میں حالیہ دنوں میں ایک بار پھر صوبہ خیبر پختونخوا میں گورنر راج لگانے کی بازگشت سنائی دے رہی ہے۔ وفاقی وزیر مملکت برائے قانون بیرسٹر عقیل ملک نے خیبرپختونخوا میں گورنر راج لگانے کا عندیہ دیتے ہوئے کہا ہے کہ ’ابتدائی طور پر دو ماہ کے لیے گورنر راج ہو گا جس میں بعد میں توسیع ہو سکتی ہے۔‘ بیرسٹر عقیل ملک نے کہا کہ صوبے میں دہشت گردی، سکیورٹی اور گورننس کے حالات اس نہج پر پہنچ چکے ہیں کہ ’معاملات گورنر راج کی طرف جا رہے ہیں۔‘ واضح رہے کہ صوبے کے وزیر اعلیٰ سہیل آفریدی نے حلف اٹھانے کے بعد اور اس کے بعد اڈیالہ میں قید بانی پی ٹی آئی عمران خان سے ملاقاتوں کی کوشش میں ناکامی کے بعد ایسے بیانات دیے ہیں جن سے اسٹیبلشمنٹ سے ٹکراؤ کے اشارے ملے۔ انھوں نے آج یعنی 2 دسمبر کو اسلام آباد ہائیکورٹ کے باہر احتجاج کی کال بھی دے رکھی ہے۔ خیال رہے یہ پہلا موقع نہیں کہ خیبر پختونخوا میں گورنر راج  لگانے کی بات کی گئی ہو۔ پاکستان کی اسٹیبلشمنٹ اور پی ٹی آئی کے تعلقات کشیدہ ہونے کے بعد سے سابق وزیراعلیٰ علی امین گنڈاپور کے دور میں بھی بارہا صوبے میں گورنر راج کی قیاس آرائیاں سامنے آتی رہیں۔ تجزیہ کاروں کا ماننا ہے کہ خیبرپختونخوا میں گورنر راج لگانے کی حکومت کی جو توجیہات ہیں، وہ کافی نہیں اور بدترین سکیورٹی حالات میں بھی جمہوریت کو مضبوط کرنا ضروری ہے، فوجی آپریشن یا گورنر راج سے مسائل حل نہیں ہوں گے۔ جیو نیوز سے گفتگو کرتے ہوئے وزیر مملکت برائے قانون بیرسٹر عقیل ملک کا کہنا تھا کہ یہ اب صدر مملکت کا اختیار ہے کہ وہ آئین کے آرٹیکل 232 کے تحت یہ اقدام اٹھاتے ہیں یا نہیں۔ وزیر مملکت کا کہنا تھا کہ خیبر پختونخوا کی صورتحال سب کے سامنے ہے، صوبے میں ایسا انتظامی ڈھانچہ ہونا چاہیے جو کچھ فائدہ تو دے۔ انھوں نے کہا کہ ’کب تک صوبے کے شہریوں کو بے یار ومددگار چھوڑیں گے۔‘ End of سب سے زیادہ پڑھی جانے والی,https://www.bbc.com/urdu/articles/cr4dnq7e333o,BBC Urdu,Real News,2025-12-02,1
ترک ساختہ ’بغیر پائلٹ لڑاکا طیارہ‘ جسے فضائی جنگ کا ’گیم چینجر‘ قرار دیا جا رہا ہے,،تصویر کا ذریعہbaykartech ترکی کے پہلے یو اے وی (بغیر پائلٹ لڑاکا ڈرون طیارے) ’بیراکتر کزلیلما‘ نے ایک تجربے میں ایف 16 طیارے کو بصری حدود سے باہر (بی وی آر) فضائی میزائل سے ہدف بنانے کا دعویٰ کیا ہے جسے دفاعی صنعت کی تاریخی کامیابی قرار دیا جا رہا ہے۔ بیراکتر کزلیلما بنانے والی ترکی کی دفاعی کمپنی بائیکر ڈیفینس چیئرمین اور چیف ٹیکنالوجی آفیسر سلجوق بیرقدار، جو ٹیسٹ فلائٹ کے دوران کزلیلما کے ساتھ ایف 16 کی فارمیشن میں پرواز کر رہے تھے، نے کہا کہ ’ہم نے ہوابازی کی تاریخ میں ایک نئے دور کی بنیاد رکھ دی ہے۔۔۔ اور ترکی یہ سنگِ میل عبور کرنے والا دنیا کا پہلا ملک بن گیا ہے۔‘ (بی وی آر یا ’بصری حدود سے باہر‘ فضائی جنگ میں اس وقت استعمال ہوتی ہے جب ایک طیارہ یا میزائل اپنے ہدف کو اس فاصلے سے نشانہ بناتا ہے جہاں وہ ہدف براہِ راست آنکھ سے نظر نہیں آ رہا ہوتا، یعنی ہدف نظر کی حد سے باہر ہو تو اسے بی وی آر کہا جاتا ہے۔۔ ایسی صورتحال میں زیادہ تر ریڈار، سینسرز یا ڈیٹا لنک کے ذریعے ہدف کو ٹریک کرکے نشانہ بنایا جاتا ہے۔) ترک زبان میں کزلیلما کا مطلب ہے ’سرخ سیب‘ اور یہ اکثر فتح اور کامیابی کی علامت کے طور پر جانا جاتا ہے۔ توقع کی جا رہی ہے کہ یہ بغیر پائلٹ لڑاکا طیارہ 2026 میں ترک فوج میں شامل کیا جائے گا۔ کزلیلما کو ریڈار پر کم دکھائی دینے والے ڈرون طیارے کے طور پر ڈیزائن کیا گیا ہے اور اس میں جدید سینسرز نصب ہیں جو اسے دشمن کے طیاروں کو دور سےدیکھنے اور ٹریک کرنے کے قابل بناتے ہیں۔ بائیکر ڈیفینس کے مطابق سینوپ کے ساحل کے قریب ہونے والے حالیہ ٹیسٹ میں ترک فضائیہ کے دو ایف-16 لڑاکا طیاروں نے حصہ لیا جس دوران کزلیلما نے جدید الیکٹرانک سکیننگ ریڈار ’مراد‘ کی مدد سے 50 کلومیٹر (30 میل) کے فاصلے پر ایک ایف-16 (ہدف) کو لاک کیا، ہوا سے ہوا میں مار کرنے والا میزائل ’گوکدوعان‘ ورچوئل انداز میں داغا اور کامیابی سے براہِ راست ہدف کو نشانہ بنایا جس کا مطلب یہ ہے کہ اگر یہ اصل میدانِ جنگ ہوتا تو ایک بغیر پائلٹ لڑاکا طیارے کی فائرنگ سے دشمن کا ایف-16 تباہ ہو جاتا۔ تجزیہ کاروں کا ماننا ہے کہ ترکی کے بغیر پائلٹ لڑاکا طیارے جو بحری جہازوں سے ٹیک آف اور لینڈنگ کی صلاحیت رکھتے ہیں، مستقبل میں سپرسونک رفتار حاصل کر سکتے ہیں اور مشرقی بحیرۂ روم اور ایجیئن خطے کی فضائی نگرانی کر سکیں گے۔ تاہم دیگر تجزیہ کاروں کا کہنا ہے کہ یہ تجربہ محدود حالات میں کیا گیا اور حقیقی جنگی صورتحال اس سے مختلف ہو سکتی ہے۔ اور اگرچہ یہ آپریشنل صلاحیت کے مظاہرے کی طرف پہلا قدم ہے لیکن اصل صلاحیت تک پہنچنے میں ابھی وقت لگے گا۔ End of سب سے زیادہ پڑھی جانے والی,https://www.bbc.com/urdu/articles/ckgz874le40o,BBC Urdu,Real News,2025-12-02,1
’ایک مقصد نے دشمنوں کو اکٹھا کر دیا‘: سری لنکا میں پاکستانی اور انڈین افواج کی ریسکیو خدمات کا چرچا,،تصویر کا ذریعہX@dgprPaknavy ’سری لنکا میں پاکستانی اور انڈین ہیلی کاپٹر ریسکیو کی کوششوں میں مصروف ہیں۔ ایک مقصد نے پرانے دشمنوں کو اکٹھا کر دیا، شکریہ بھائیوں۔‘ یہ پیغام سری لنکا کے شانے پریا وکرما کا ہے جو اپنے ملک میں ایک سمندری طوفان کے بعد دونوں ممالک کی افواج کی ریسکیو خدمات کا ذکر کرتے ہوئے شکریہ ادا کرنے والوں میں شامل ہیں۔ ان کا اشارہ یقیناً پاکستان اور انڈیا کے درمیان دیرینہ اختلافات کے ساتھ ساتھ حال میں اس چار روزہ تنازع کی جانب بھی ہے جس کی بازگشت اب تک سنائی دے رہی ہے۔ واضح رہے کہ سری لنکا میں آنے والے سمندری طوفان کے بعد، جس میں 390 افراد ہلاک جبکہ 352 لاپتہ ہیں، ملک میں ایمرجنسی نافذ ہے اور متاثرہ علاقوں میں پھنسے افراد کو نکالنے کے لیے ریلیف اینڈ ریسکیو مشن جاری ہے۔ اس قدرتی آفت کے دوران جنوبی ایشیا کے دو حریف ممالک پاکستان اور انڈیا کا سری لنکا میں امدادی کارروائیوں میں حصہ لینا ’خوش آئند‘ قرار دیا جا رہا ہے۔ پاکستانی فوج کا کہنا ہے کہ ہیلی کاپٹرز کی مدد سے سری لنکا میں سیلاب میں پھنسے افراد کو نکالا جا رہا ہے جبکہ پاکستان نے متاثرہ افراد کے لیے امدادی بھی بھجوائی ہے۔ انڈیا کی وزارتِ خارجہ کے مطابق سری لنکا میں انڈین فضائیہ اور نیوی بھی ریلیف اینڈ ریسکیو آپریشن میں حصہ لے رہی ہیں۔ تاہم پاکستانی دفتر خارجہ کی جانب سے منگل کے روز جاری ہونے والے بیان میں کہا گیا ہے کہ ’انڈیا پاکستان کی جانب سے انسانی ہمدردی کی بنیاد پر سری لنکا بھیجی جانے والی امداد کو مسلسل روک رہا ہے۔ سری لنکا کے لیے پاکستانی امداد لے جانے والا خصوصی طیارہ انڈیا سے اس آپریشن میں حصہ لینے اور پرواز کے لیے منظوری کے انتظار میں اب تک 60 گھنٹے سے زائد کی تاخیر کا شکار ہے۔‘ End of سب سے زیادہ پڑھی جانے والی,https://www.bbc.com/urdu/articles/c246qr30mdvo,BBC Urdu,Real News,2025-12-02,1
’ہیوی مشینری ہمارے پاس نہیں، ضلعی انتظامیہ فراہم کرتی ہے‘: کراچی میں بچے کی گٹر میں گر کر ہلاکت اور ریسکیو آپریشن میں تاخیر,،تصویر کا ذریعہBloomberg via Getty Images کراچی میں ایک تین سالہ بچے کی گٹر میں گرنے کے بعد ہلاکت نے ایک جانب جہاں پاکستان کے سب سے بڑے شہر میں مقامی حکومتوں پر سوالات اٹھائے ہیں وہیں ایک بڑا سوال یہ بھی ہو رہا ہے کہ اس بچے کی تلاش میں اتنی دیر کیوں لگی؟ یاد رہے کہ اتوار کے روز کراچی کے علاقے گلشن اقبال میں ایک نجی ڈیپارٹمنٹل سٹور کے سامنے مین ہول میں گرنے والے بچے کی لاش تقریباً 15 گھنٹے بعد کئی سو میٹر دور ایک کھلے گٹر سے ملی۔ بی بی سی نے اس حوالے سے سندھ حکومت کے زیر انتظام ریسکیو انتظامیہ سے بات کی اور یہ جاننے کی کوشش کی کہ اس بچے کو جلد کیوں نہیں تلاش کیا جا سکا، اس کام میں اتنی تاخیر کیوں ہوئی اور ایسے واقعات میں کیا مشکلات درپیش ہوتی ہیں۔ سندھ حکومت کے زیرانتظام 1122 کے ترجمان حسان الحسیب کا کہنا ہے کہ ’بغیر نقشوں اور کوآرڈینیشن کے وہ بلائنڈ آپریشن کرتے ہیں۔‘ بی بی سی سے بات کرتے ہوئے انھوں نے بتایا کہ ’گہرے پانی میں ریسیکو کی ایس او پی کے تحت رات کی تاریکی میں آپریشن نہیں ہوتا اور اگر سنہری لمحات کھو دیں تو بچنے کے امکانات کم ہوجاتے ہیں، یہاں بھی یہ ہی صورتحال تھی۔‘ انھوں نے ایک اور انکشاف یہ بھی کیا کہ ’کراچی میں ایسے واقعات میں سب سے بڑی مشکل مین ہولز اور ڈرینج کے بلیو پرنٹس یعنی نقشوں کی عدم دستیابی ہوتی ہے جو ان کے مطابق متعلقہ محکمے فراہم نہیں کرتے ہیں۔‘ ’اس وجہ سے معلوم نہیں ہوتا کہ گٹر کا بہاؤ کس طرف ہے، جہاں لوگ کہہ رہے ہوتے ہیں وہاں تلاش کی جا رہی ہوتی ہے۔‘ ان کا کہنا تھا کہ اس کے علاوہ مختلف سیاسی ادوار میں مین لائنوں سے دیگر لائنیں منسلک کر دی گئیں ہیں۔ ’جب ٹاؤن انتظامیہ تبدیل ہوتی ہے تو انھیں بھی معلوم نہیں ہوتا جس سے پریشانی مزید بڑھ جاتی ہے، اس صورتحال میں یہ سارا بلائنڈ سرچ آپریش ہوتا ہے۔‘ End of سب سے زیادہ پڑھی جانے والی,https://www.bbc.com/urdu/articles/cd0k2785x09o,BBC Urdu,Real News,2025-12-02,1
گھر کے کیمروں سے ’جنسی نوعیت‘ کی ویڈیوز: آئی پی کیمروں کو ہیکنگ سے کیسے بچایا جائے؟,،تصویر کا ذریعہGetty Images جنوبی کوریا میں پولیس نے چار ایسے افراد کو گرفتار کیا ہے جنھوں نے گھروں اور کاروباری مراکز میں لگے 1 لاکھ 20 ہزار سے زیادہ کیمرے ہیک کیے اور ان سے حاصل ہونے والی فوٹیج کی مدد سے ایک غیرملکی ویب سائٹ کے لیے ’جنسی نوعیت‘ کی ویڈیوز بنائیں۔ اتوار کو پولیس نے گرفتاریوں کی تصدیق کی اور کہا کہ ملزمان نے انٹرنیٹ پروٹوکول (آئی پی) کیمروں کی کمزوریوں جیسے کہ آسان پاس ورڈز کا فائدہ اُٹھایا۔ آئی پی کیمرے دراصل سی سی ٹی وی کیمروں کا ایک سستا متبادل ہیں، جو کہ گھر کے انٹرنیٹ نیٹ ورک سے جڑے ہوتے ہیں۔ انھیں اکثر سکیورٹی یا بچوں یا پالتو جانوروں کی نگرانی کے لیے استعمال کیا جاتا ہے۔ جن مقامات پر نصب کیمروں کو ہیک کیا گیا ان میں گھر، یوگا سٹوڈیو اور ایک گائیناکولوجسٹ کا کلینک بھی شامل ہے۔ جنوبی کوریا کی نیشنل پولیس ایجنسی کے مطابق چاروں گرفتار ملزمان الگ الگ حیثیت میں کام کر رہے تھے اور ان چاروں کا ایک دوسرے سے کوئی تعلق نہیں تھا۔ ایک ملزم پر الزام ہے کہ اس نے 63 ہزار کیمروں کو ہیک کیا، جنسی نوعیت کی 545 ویڈیوز بنائیں اور 12 ہزار 235 ڈالر میں فروخت کیں۔ ،تصویر کا ذریعہGetty Images دوسرے ملزم نے مبینہ طور پر 70 ہزار کیمرے ہیک کیے اور 648 ویڈیوز 12 ہزار سے زیادہ ڈالر میں فروخت کیں۔ دیگر دو ہیکرز نے ایک ویب سائٹ کو گذشتہ برس 62 فیصد ویڈیوز دیں جو کہ غیرقانونی طریقے سے آئی پی کیمروں کو ہیک کر کے حاصل کی گئیں تھیں۔,https://www.bbc.com/urdu/articles/cz0n3027j1vo,BBC Urdu,Real News,2025-12-02,1
